WW ID,Date of Sample,Time,Sample Type,Sample Media,Depth,Parameter #,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Monitoring location,MONITOR 1,MONITOR 2,Watershed
WW450,9/21/2017,6:50,Grab,Water,3.3,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,9/21/2017,6:50,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.135,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,9/21/2017,6:50,Grab,Water,3.3,"Nitrogen, Ammonia Dissolved as N - 00608",0.16,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,9/21/2017,6:50,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.32,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,9/21/2017,6:50,Grab,Water,3.5,"Nitrogen, Total (unfiltered) - 00600",0.39,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,9/21/2017,6:50,Grab,Water,0.5,pH - 00400,7.93,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,9/21/2017,6:50,Grab,Water,3.5,pH - 00400,7.92,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,9/21/2017,6:50,Grab,Water,0.5,"Phosphorus, Dissolved - 00666",18,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,9/21/2017,6:50,Grab,Water,3.3,"Phosphorus, Dissolved - 00666",25,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,9/21/2017,6:50,Grab,Water,0.5,"Phosphorus, Total - 00665",33,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,9/21/2017,6:50,Grab,Water,3.5,"Phosphorus, Total - 00665",26,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,9/21/2017,6:50,Grab,Water,0.5,"Salinity, (ppt) - 00480",30,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,Flood tide,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,9/21/2017,6:50,Duplicate,Water,0.5,"Salinity, (ppt) - 00480",35,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,Flood tide - Salinity measured by URIWW lab,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,9/21/2017,6:50,Grab,Water,3.5,"Salinity, (ppt) - 00480",30,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,Flood tide,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,9/21/2017,6:50,Duplicate,Water,3.5,"Salinity, (ppt) - 00480",35,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,Flood tide - Salinity measured by URIWW lab,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,9/21/2017,6:50,Grab,Water,0.5,Temperature - 00011,19,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Flood tide,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,9/21/2017,6:50,Grab,Water,3.5,Temperature - 00011,19,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Flood tide,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4,m,,0.1,m,0.1,m,,,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,0.5,Dissolved Oxygen - 00300,7.8,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,Ebb tide,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,3.5,Dissolved Oxygen - 00300,7.7,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,Ebb tide,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,0.5,Enterococci - 31639,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,0.5,Fecal Coliform - 74055,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,3.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,3.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.045,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.24,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,3.5,"Nitrogen, Total (unfiltered) - 00600",0.275,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,0.5,pH - 00400,8.03,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,3.5,pH - 00400,8.04,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,0.5,"Phosphorus, Dissolved - 00666",23,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,3.5,"Phosphorus, Dissolved - 00666",25,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,0.5,"Phosphorus, Total - 00665",41,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,3.5,"Phosphorus, Total - 00665",44,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,0.5,"Salinity, (ppt) - 00480",33,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,Ebb tide,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,3.5,"Salinity, (ppt) - 00480",33,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,Ebb tide,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,0.5,Temperature - 00011,17.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Ebb tide,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW450,10/14/2017,6:43,Grab,Water,3.5,Temperature - 00011,17,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Ebb tide,CUSH - Stonington Harbor Mid ,C. Buffum,,LI
WW451,5/17/2017,6:35,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,CUSH - Wequetequock Cove (Mouth),S. Cogan,,LI
WW451,5/17/2017,6:35,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",1.33,m,,0.1,m,0.1,m,,,,,,,,CUSH - Wequetequock Cove (Mouth),S. Cogan,,LI
WW451,5/17/2017,6:35,Grab,Water,0.5,Dissolved Oxygen - 00300,8.4,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,Ebb tide,CUSH - Wequetequock Cove (Mouth),S. Cogan,,LI
